232198,1377986540,0.788,0,0,0,2
232201,1377986540,0,1,2,0,2
232202,1377986540,0.161,0,2,0,2
233229,1377986540,0,1,0,0,4
233230,1377986540,0.788,0,0,0,4
233231,1377986540,0,1,2,0,4
233232,1377986540,0.982,0,2,0,4
233359,1377986540,0,1,0,0,7
233360,1377986540,0.982,0,0,0,7
233429,1377986540,15.142,1,0,0,8
233430,1377986540,11.722,0,0,0,8
233441,1377986540,0,1,0,0,9
233442,1377986540,0.161,0,0,0,9
233449,1377986540,0,1,2,0,9
233450,1377986540,0.161,0,2,0,9
264885,1377986560,9.828,1,2,0,0
264886,1377986560,11.721,0,2,0,0
264991,1377986560,3.925,1,1,0,1
264992,1377986560,35.086,0,1,0,1
265281,1377986560,0,1,2,0,2
265282,1377986560,0.161,0,2,0,2
266189,1377986560,0,1,1,0,6
266190,1377986560,0.962,0,1,0,6
266191,1377986560,0,1,2,0,6
266192,1377986560,0.962,0,2,0,6
266259,1377986560,13.422,1,0,0,8
266260,1377986560,11.722,0,0,0,8
266261,1377986560,10.355,1,1,0,8
266262,1377986560,35.087,0,1,0,8
266281,1377986560,0,1,0,0,9
266282,1377986560,0.161,0,0,0,9
266285,1377986560,0,1,2,0,9
266286,1377986560,0.161,0,2,0,9
298329,1377986580,10.536,1,2,0,0
298330,1377986580,11.721,0,2,0,0
298331,1377986580,9.853,1,2,0,0
298332,1377986580,11.721,0,2,0,0
298425,1377986580,3.92,1,1,0,1
298426,1377986580,35.086,0,1,0,1
298739,1377986580,0,1,2,0,2
298740,1377986580,0.161,0,2,0,2
299193,1377986580,0,1,0,0,3
299194,1377986580,0.355,0,0,0,3
299587,1377986580,0,1,1,0,4
299588,1377986580,0.355,0,1,0,4
299669,1377986580,0,1,0,0,6
299670,1377986580,0.355,0,0,0,6
299731,1377986580,13.726,1,0,0,8
299732,1377986580,11.722,0,0,0,8
299733,1377986580,14.064,1,0,0,8
299734,1377986580,11.722,0,0,0,8
299735,1377986580,10.719,1,1,0,8
299736,1377986580,35.087,0,1,0,8
299755,1377986580,0,1,0,0,9
299756,1377986580,0.161,0,0,0,9
299757,1377986580,0,1,2,0,9
299758,1377986580,0.161,0,2,0,9
332429,1377986600,4.228,1,1,0,1
332430,1377986600,35.086,0,1,0,1
332607,1377986600,0,1,2,0,2
332608,1377986600,0.161,0,2,0,2
333165,1377986600,10.51,1,1,0,8
333166,1377986600,35.087,0,1,0,8
333177,1377986600,0,1,0,0,9
333178,1377986600,0.161,0,0,0,9
333179,1377986600,0,1,2,0,9
333180,1377986600,0.161,0,2,0,9
365827,1377986620,9.853,1,2,0,0
365828,1377986620,11.722,0,2,0,0
366137,1377986620,0,1,2,0,2
366138,1377986620,0.161,0,2,0,2
366933,1377986620,13.403,1,0,0,8
366934,1377986620,11.722,0,0,0,8
366951,1377986620,0,1,0,0,9
366952,1377986620,0.161,0,0,0,9
366953,1377986620,0,1,2,0,9
366954,1377986620,0.161,0,2,0,9
398335,1377986640,9.518,1,2,0,0
398336,1377986640,11.722,0,2,0,0
398459,1377986640,4.152,1,1,0,1
398460,1377986640,35.086,0,1,0,1
399585,1377986640,0,1,1,0,3
399586,1377986640,3.216,0,1,0,3
400265,1377986640,0,1,0,0,5
400266,1377986640,3.216,0,0,0,5
400273,1377986640,0,1,1,0,6
400274,1377986640,0.962,0,1,0,6
400275,1377986640,0,1,2,0,6
400276,1377986640,0.962,0,2,0,6
400297,1377986640,0,1,2,0,7
400298,1377986640,3.216,0,2,0,7
400371,1377986640,14.177,1,0,0,8
400372,1377986640,11.722,0,0,0,8
400373,1377986640,10.453,1,1,0,8
400374,1377986640,35.087,0,1,0,8
400409,1377986640,0,1,1,0,9
400410,1377986640,3.216,0,1,0,9
431753,1377986660,10.739,1,2,0,0
431754,1377986660,11.722,0,2,0,0
432651,1377986660,0,1,1,0,3
432652,1377986660,3.216,0,1,0,3
433117,1377986660,0,1,0,0,5
433118,1377986660,3.216,0,0,0,5
433119,1377986660,0,1,1,0,5
433120,1377986660,2.25,0,1,0,5
433121,1377986660,0,1,2,0,5
433122,1377986660,2.25,0,2,0,5
433151,1377986660,0,1,1,0,7
433152,1377986660,2.25,0,1,0,7
433153,1377986660,0,1,2,0,7
433154,1377986660,3.216,0,2,0,7
433199,1377986660,14.77,1,0,0,8
433200,1377986660,11.722,0,0,0,8
433225,1377986660,0,1,1,0,9
433226,1377986660,3.216,0,1,0,9
464885,1377986680,0,1,0,0,0
464886,1377986680,0.982,0,0,0,0
464963,1377986680,3.887,1,1,0,1
464964,1377986680,35.086,0,1,0,1
465943,1377986680,0,1,1,0,3
465944,1377986680,3.216,0,1,0,3
466479,1377986680,0,1,2,0,4
466480,1377986680,0.982,0,2,0,4
466573,1377986680,0,1,0,0,5
466574,1377986680,3.216,0,0,0,5
466575,1377986680,0,1,1,0,5
466576,1377986680,2.25,0,1,0,5
466577,1377986680,0,1,2,0,5
466578,1377986680,2.25,0,2,0,5
466615,1377986680,0,1,0,0,7
466616,1377986680,0.982,0,0,0,7
466617,1377986680,0,1,1,0,7
466618,1377986680,2.25,0,1,0,7
466619,1377986680,0,1,2,0,7
466620,1377986680,3.216,0,2,0,7
466683,1377986680,10.827,1,1,0,8
466684,1377986680,35.087,0,1,0,8
466717,1377986680,0,1,1,0,9
466718,1377986680,3.216,0,1,0,9
497949,1377986700,3.977,1,1,0,1
497950,1377986700,35.086,0,1,0,1
499049,1377986700,0,1,1,0,3
499050,1377986700,3.216,0,1,0,3
499723,1377986700,0,1,0,0,5
499724,1377986700,3.216,0,0,0,5
499725,1377986700,0,1,1,0,5
499726,1377986700,2.25,0,1,0,5
499727,1377986700,0,1,2,0,5
499728,1377986700,2.25,0,2,0,5
499737,1377986700,0,1,1,0,6
499738,1377986700,0.962,0,1,0,6
499739,1377986700,0,1,2,0,6
499740,1377986700,0.962,0,2,0,6
499767,1377986700,0,1,1,0,7
499768,1377986700,2.25,0,1,0,7
499769,1377986700,0,1,2,0,7
499770,1377986700,3.216,0,2,0,7
499839,1377986700,10.537,1,1,0,8
499840,1377986700,35.087,0,1,0,8
499871,1377986700,0,1,1,0,9
499872,1377986700,3.216,0,1,0,9
531171,1377986720,9.853,1,2,0,0
531172,1377986720,11.722,0,2,0,0
531639,1377986720,0,1,0,0,2
531640,1377986720,0.788,0,0,0,2
532203,1377986720,0,1,0,0,3
532204,1377986720,0.355,0,0,0,3
532725,1377986720,0,1,0,0,4
532726,1377986720,0.788,0,0,0,4
532727,1377986720,0,1,1,0,4
532728,1377986720,0.355,0,1,0,4
532811,1377986720,0,1,1,0,5
532812,1377986720,2.25,0,1,0,5
532813,1377986720,0,1,2,0,5
532814,1377986720,2.25,0,2,0,5
532825,1377986720,0,1,0,0,6
532826,1377986720,0.355,0,0,0,6
532847,1377986720,0,1,1,0,7
532848,1377986720,2.25,0,1,0,7
532901,1377986720,13.683,1,0,0,8
532902,1377986720,11.722,0,0,0,8
564375,1377986740,0,1,0,0,0
564376,1377986740,0.982,0,0,0,0
564833,1377986740,0,1,0,0,2
564834,1377986740,0.788,0,0,0,2
565873,1377986740,0,1,0,0,4
565874,1377986740,0.788,0,0,0,4
565875,1377986740,0,1,2,0,4
565876,1377986740,0.982,0,2,0,4
566005,1377986740,0,1,0,0,7
566006,1377986740,0.982,0,0,0,7
598269,1377986760,0,1,0,0,2
598270,1377986760,0.788,0,0,0,2
598273,1377986760,0,1,2,0,2
598274,1377986760,0.161,0,2,0,2
599363,1377986760,0,1,0,0,4
599364,1377986760,0.788,0,0,0,4
599473,1377986760,0,1,1,0,6
599474,1377986760,0.962,0,1,0,6
599475,1377986760,0,1,2,0,6
599476,1377986760,0.962,0,2,0,6
599583,1377986760,0,1,0,0,9
599584,1377986760,0.161,0,0,0,9
599591,1377986760,0,1,2,0,9
599592,1377986760,0.161,0,2,0,9
631017,1377986780,0,1,0,0,2
631018,1377986780,0.788,0,0,0,2
631021,1377986780,0,1,2,0,2
631022,1377986780,0.161,0,2,0,2
631489,1377986780,0,1,0,0,3
631490,1377986780,0.355,0,0,0,3
631961,1377986780,0,1,0,0,4
631962,1377986780,0.788,0,0,0,4
631963,1377986780,0,1,1,0,4
631964,1377986780,0.355,0,1,0,4
632063,1377986780,0,1,0,0,6
632064,1377986780,0.355,0,0,0,6
632151,1377986780,0,1,0,0,9
632152,1377986780,0.161,0,0,0,9
632157,1377986780,0,1,2,0,9
632158,1377986780,0.161,0,2,0,9
664107,1377986800,9.853,1,2,0,0
664108,1377986800,11.722,0,2,0,0
664219,1377986800,4.566,1,1,0,1
664220,1377986800,35.086,0,1,0,1
664581,1377986800,0,1,2,0,2
664582,1377986800,0.161,0,2,0,2
665753,1377986800,14.586,1,0,0,8
665754,1377986800,11.723,0,0,0,8
665755,1377986800,12.076,1,1,0,8
665756,1377986800,35.087,0,1,0,8
665779,1377986800,0,1,0,0,9
665780,1377986800,0.161,0,0,0,9
665785,1377986800,0,1,2,0,9
665786,1377986800,0.161,0,2,0,9
697885,1377986820,10.336,1,2,0,0
697886,1377986820,11.722,0,2,0,0
698003,1377986820,3.684,1,1,0,1
698004,1377986820,35.086,0,1,0,1
698359,1377986820,0,1,0,0,2
698360,1377986820,0.788,0,0,0,2
698363,1377986820,0,1,2,0,2
698364,1377986820,0.161,0,2,0,2
699389,1377986820,0,1,0,0,4
699390,1377986820,0.788,0,0,0,4
699567,1377986820,14.177,1,0,0,8
699568,1377986820,11.723,0,0,0,8
699569,1377986820,10.51,1,1,0,8
699570,1377986820,35.087,0,1,0,8
699587,1377986820,0,1,0,0,9
699588,1377986820,0.161,0,0,0,9
699593,1377986820,0,1,2,0,9
699594,1377986820,0.161,0,2,0,9
731573,1377986840,10.244,1,2,0,0
731574,1377986840,11.722,0,2,0,0
731669,1377986840,4.381,1,1,0,1
731670,1377986840,35.087,0,1,0,1
731965,1377986840,0,1,0,0,2
731966,1377986840,0.788,0,0,0,2
731969,1377986840,0,1,2,0,2
731970,1377986840,0.161,0,2,0,2
732853,1377986840,0,1,0,0,4
732854,1377986840,0.788,0,0,0,4
733007,1377986840,14.312,1,0,0,8
733008,1377986840,11.723,0,0,0,8
733009,1377986840,12.612,1,1,0,8
733010,1377986840,35.087,0,1,0,8
733025,1377986840,0,1,0,0,9
733026,1377986840,0.161,0,0,0,9
733031,1377986840,0,1,2,0,9
733032,1377986840,0.161,0,2,0,9
764747,1377986860,3.805,1,1,0,1
764748,1377986860,35.087,0,1,0,1
764925,1377986860,0,1,2,0,2
764926,1377986860,0.161,0,2,0,2
765555,1377986860,10.507,1,1,0,8
765556,1377986860,35.087,0,1,0,8
765573,1377986860,0,1,0,0,9
765574,1377986860,0.161,0,0,0,9
765575,1377986860,0,1,2,0,9
765576,1377986860,0.161,0,2,0,9
797013,1377986880,0,1,0,0,0
797014,1377986880,0.982,0,0,0,0
797017,1377986880,10.146,1,2,0,0
797018,1377986880,11.722,0,2,0,0
797147,1377986880,4.566,1,1,0,1
797148,1377986880,35.087,0,1,0,1
798417,1377986880,0,1,1,0,3
798418,1377986880,3.216,0,1,0,3
799035,1377986880,0,1,2,0,4
799036,1377986880,0.982,0,2,0,4
799155,1377986880,0,1,0,0,5
799156,1377986880,3.216,0,0,0,5
799195,1377986880,0,1,0,0,7
799196,1377986880,0.982,0,0,0,7
799197,1377986880,0,1,2,0,7
799198,1377986880,3.216,0,2,0,7
799285,1377986880,13.74,1,0,0,8
799286,1377986880,11.723,0,0,0,8
799287,1377986880,13.02,1,1,0,8
799288,1377986880,35.088,0,1,0,8
799321,1377986880,0,1,1,0,9
799322,1377986880,3.216,0,1,0,9
830635,1377986900,10.296,1,2,0,0
830636,1377986900,11.722,0,2,0,0
831009,1377986900,0,1,2,0,2
831010,1377986900,0.161,0,2,0,2
832009,1377986900,0,1,1,0,5
832010,1377986900,2.25,0,1,0,5
832011,1377986900,0,1,2,0,5
832012,1377986900,2.25,0,2,0,5
832023,1377986900,0,1,1,0,6
832024,1377986900,0.962,0,1,0,6
832025,1377986900,0,1,2,0,6
832026,1377986900,0.962,0,2,0,6
832041,1377986900,0,1,1,0,7
832042,1377986900,2.25,0,1,0,7
832093,1377986900,13.022,1,0,0,8
832094,1377986900,11.723,0,0,0,8
832121,1377986900,0,1,0,0,9
832122,1377986900,0.161,0,0,0,9
832125,1377986900,0,1,2,0,9
832126,1377986900,0.161,0,2,0,9
864469,1377986920,9.853,1,2,0,0
864470,1377986920,11.722,0,2,0,0
865355,1377986920,0,1,0,0,3
865356,1377986920,0.355,0,0,0,3
865357,1377986920,0,1,1,0,3
865358,1377986920,3.216,0,1,0,3
865761,1377986920,0,1,1,0,4
865762,1377986920,0.355,0,1,0,4
865829,1377986920,0,1,0,0,5
865830,1377986920,3.216,0,0,0,5
865837,1377986920,0,1,0,0,6
865838,1377986920,0.355,0,0,0,6
865855,1377986920,0,1,2,0,7
865856,1377986920,3.216,0,2,0,7
865907,1377986920,14.845,1,0,0,8
865908,1377986920,11.723,0,0,0,8
865927,1377986920,0,1,1,0,9
865928,1377986920,3.216,0,1,0,9
897533,1377986940,0,1,0,0,0
897534,1377986940,0.982,0,0,0,0
897595,1377986940,4.566,1,1,0,1
897596,1377986940,35.087,0,1,0,1
898417,1377986940,0,1,1,0,3
898418,1377986940,3.216,0,1,0,3
898857,1377986940,0,1,2,0,4
898858,1377986940,0.982,0,2,0,4
898923,1377986940,0,1,0,0,5
898924,1377986940,3.216,0,0,0,5
898925,1377986940,0,1,1,0,5
898926,1377986940,2.25,0,1,0,5
898927,1377986940,0,1,2,0,5
898928,1377986940,2.25,0,2,0,5
898961,1377986940,0,1,0,0,7
898962,1377986940,0.982,0,0,0,7
898963,1377986940,0,1,1,0,7
898964,1377986940,2.25,0,1,0,7
898965,1377986940,0,1,2,0,7
898966,1377986940,3.216,0,2,0,7
899017,1377986940,12.75,1,1,0,8
899018,1377986940,35.088,0,1,0,8
899043,1377986940,0,1,1,0,9
899044,1377986940,3.216,0,1,0,9
931339,1377986960,9.782,1,2,0,0
931340,1377986960,11.723,0,2,0,0
932129,1377986960,0,1,1,0,5
932130,1377986960,2.25,0,1,0,5
932131,1377986960,0,1,2,0,5
932132,1377986960,2.25,0,2,0,5
932153,1377986960,0,1,1,0,7
932154,1377986960,2.25,0,1,0,7
932179,1377986960,14.711,1,0,0,8
932180,1377986960,11.723,0,0,0,8
963943,1377986980,4.514,1,1,0,1
963944,1377986980,35.087,0,1,0,1
964253,1377986980,0,1,0,0,2
964254,1377986980,0.788,0,0,0,2
964725,1377986980,0,1,0,0,3
964726,1377986980,0.355,0,0,0,3
965201,1377986980,0,1,0,0,4
965202,1377986980,0.788,0,0,0,4
965203,1377986980,0,1,1,0,4
965204,1377986980,0.355,0,1,0,4
965273,1377986980,0,1,1,0,5
965274,1377986980,2.25,0,1,0,5
965275,1377986980,0,1,2,0,5
965276,1377986980,2.25,0,2,0,5
965285,1377986980,0,1,0,0,6
965286,1377986980,0.355,0,0,0,6
965303,1377986980,0,1,1,0,7
965304,1377986980,2.25,0,1,0,7
965347,1377986980,12.429,1,1,0,8
965348,1377986980,35.088,0,1,0,8
997283,1377987000,10.046,1,2,0,0
997284,1377987000,11.723,0,2,0,0
997597,1377987000,0,1,0,0,2
997598,1377987000,0.788,0,0,0,2
998347,1377987000,0,1,0,0,4
998348,1377987000,0.788,0,0,0,4
998411,1377987000,0,1,1,0,5
998412,1377987000,2.25,0,1,0,5
998413,1377987000,0,1,2,0,5
998414,1377987000,2.25,0,2,0,5
998437,1377987000,0,1,1,0,7
998438,1377987000,2.25,0,1,0,7
998471,1377987000,14.194,1,0,0,8
998472,1377987000,11.723,0,0,0,8
1030431,1377987020,10.261,1,2,0,0
1030432,1377987020,11.723,0,2,0,0
1030833,1377987020,0,1,0,0,2
1030834,1377987020,0.788,0,0,0,2
1031315,1377987020,0,1,1,0,3
1031316,1377987020,3.216,0,1,0,3
1031773,1377987020,0,1,0,0,4
1031774,1377987020,0.788,0,0,0,4
1031857,1377987020,0,1,0,0,5
1031858,1377987020,3.216,0,0,0,5
1031881,1377987020,0,1,2,0,7
1031882,1377987020,3.216,0,2,0,7
1031933,1377987020,13.87,1,0,0,8
1031934,1377987020,11.723,0,0,0,8
1031951,1377987020,0,1,1,0,9
1031952,1377987020,3.216,0,1,0,9
1064155,1377987040,9.212,1,2,0,0
1064156,1377987040,11.723,0,2,0,0
1064529,1377987040,0,1,0,0,2
1064530,1377987040,0.788,0,0,0,2
1064533,1377987040,0,1,2,0,2
1064534,1377987040,0.161,0,2,0,2
1065443,1377987040,0,1,0,0,4
1065444,1377987040,0.788,0,0,0,4
1065619,1377987040,14.177,1,0,0,8
1065620,1377987040,11.724,0,0,0,8
1065637,1377987040,0,1,0,0,9
1065638,1377987040,0.161,0,0,0,9
1065643,1377987040,0,1,2,0,9
1065644,1377987040,0.161,0,2,0,9
1097687,1377987060,4.452,1,1,0,1
1097688,1377987060,35.087,0,1,0,1
1097977,1377987060,0,1,0,0,2
1097978,1377987060,0.788,0,0,0,2
1097979,1377987060,0,1,2,0,2
1097980,1377987060,0.161,0,2,0,2
1098895,1377987060,0,1,0,0,4
1098896,1377987060,0.788,0,0,0,4
1099065,1377987060,12.612,1,1,0,8
1099066,1377987060,35.088,0,1,0,8
1099085,1377987060,0,1,0,0,9
1099086,1377987060,0.161,0,0,0,9
1099091,1377987060,0,1,2,0,9
1099092,1377987060,0.161,0,2,0,9
1131053,1377987080,0,1,0,0,0
1131054,1377987080,0.982,0,0,0,0
1131117,1377987080,5.008,1,1,0,1
1131118,1377987080,35.087,0,1,0,1
1131351,1377987080,0,1,2,0,2
1131352,1377987080,0.161,0,2,0,2
1132007,1377987080,0,1,2,0,4
1132008,1377987080,0.982,0,2,0,4
1132091,1377987080,0,1,0,0,7
1132092,1377987080,0.982,0,0,0,7
1132143,1377987080,12.612,1,1,0,8
1132144,1377987080,35.088,0,1,0,8
1132153,1377987080,0,1,0,0,9
1132154,1377987080,0.161,0,0,0,9
1132161,1377987080,0,1,2,0,9
1132162,1377987080,0.161,0,2,0,9
1163943,1377987100,8.743,1,2,0,0
1163944,1377987100,11.723,0,2,0,0
1164079,1377987100,4.568,1,1,0,1
1164080,1377987100,35.087,0,1,0,1
1164485,1377987100,0,1,2,0,2
1164486,1377987100,0.161,0,2,0,2
1165785,1377987100,0,1,1,0,6
1165786,1377987100,0.962,0,1,0,6
1165787,1377987100,0,1,2,0,6
1165788,1377987100,0.962,0,2,0,6
1165887,1377987100,14.639,1,0,0,8
1165888,1377987100,11.724,0,0,0,8
1165889,1377987100,12.435,1,1,0,8
1165890,1377987100,35.088,0,1,0,8
1165917,1377987100,0,1,0,0,9
1165918,1377987100,0.161,0,0,0,9
1165925,1377987100,0,1,2,0,9
1165926,1377987100,0.161,0,2,0,9
1197385,1377987120,11.744,1,2,0,0
1197386,1377987120,11.723,0,2,0,0
1197445,1377987120,4.158,1,1,0,1
1197446,1377987120,35.087,0,1,0,1
1197631,1377987120,0,1,2,0,2
1197632,1377987120,0.161,0,2,0,2
1198213,1377987120,14.619,1,0,0,8
1198214,1377987120,11.724,0,0,0,8
1198215,1377987120,10.595,1,1,0,8
1198216,1377987120,35.088,0,1,0,8
1198229,1377987120,0,1,0,0,9
1198230,1377987120,0.161,0,0,0,9
1198231,1377987120,0,1,2,0,9
1198232,1377987120,0.161,0,2,0,9
1230841,1377987140,0,1,0,0,0
1230842,1377987140,0.982,0,0,0,0
1230843,1377987140,10.277,1,2,0,0
1230844,1377987140,11.723,0,2,0,0
1230933,1377987140,5.071,1,1,0,1
1230934,1377987140,35.087,0,1,0,1
1231239,1377987140,0,1,2,0,2
1231240,1377987140,0.161,0,2,0,2
1232045,1377987140,0,1,2,0,4
1232046,1377987140,0.982,0,2,0,4
1232143,1377987140,0,1,0,0,7
1232144,1377987140,0.982,0,0,0,7
1232201,1377987140,15.056,1,0,0,8
1232202,1377987140,11.724,0,0,0,8
1232203,1377987140,12.612,1,1,0,8
1232204,1377987140,35.088,0,1,0,8
1232219,1377987140,0,1,0,0,9
1232220,1377987140,0.161,0,0,0,9
1232223,1377987140,0,1,2,0,9
1232224,1377987140,0.161,0,2,0,9
1264333,1377987160,9.581,1,2,0,0
1264334,1377987160,11.723,0,2,0,0
1264651,1377987160,0,1,2,0,2
1264652,1377987160,0.161,0,2,0,2
1265375,1377987160,14.177,1,0,0,8
1265376,1377987160,11.724,0,0,0,8
1265387,1377987160,0,1,0,0,9
1265388,1377987160,0.161,0,0,0,9
1265389,1377987160,0,1,2,0,9
1265390,1377987160,0.161,0,2,0,9
1297721,1377987180,10.927,1,2,0,0
1297722,1377987180,11.723,0,2,0,0
1298031,1377987180,0,1,2,0,2
1298032,1377987180,0.161,0,2,0,2
1298395,1377987180,0,1,0,0,3
1298396,1377987180,0.355,0,0,0,3
1298691,1377987180,0,1,1,0,4
1298692,1377987180,0.355,0,1,0,4
1298753,1377987180,0,1,0,0,6
1298754,1377987180,0.355,0,0,0,6
1298809,1377987180,13.979,1,0,0,8
1298810,1377987180,11.724,0,0,0,8
1298821,1377987180,0,1,0,0,9
1298822,1377987180,0.161,0,0,0,9
1298823,1377987180,0,1,2,0,9
1298824,1377987180,0.161,0,2,0,9
1330833,1377987200,9.709,1,2,0,0
1330834,1377987200,11.723,0,2,0,0
1331381,1377987200,0,1,1,0,3
1331382,1377987200,3.216,0,1,0,3
1331681,1377987200,0,1,0,0,5
1331682,1377987200,3.216,0,0,0,5
1331697,1377987200,0,1,2,0,7
1331698,1377987200,3.216,0,2,0,7
1331729,1377987200,13.594,1,0,0,8
1331730,1377987200,11.724,0,0,0,8
1331745,1377987200,0,1,1,0,9
1331746,1377987200,3.216,0,1,0,9
1364131,1377987220,0,1,0,0,2
1364132,1377987220,0.788,0,0,0,2
1364743,1377987220,0,1,1,0,3
1364744,1377987220,3.216,0,1,0,3
1365283,1377987220,0,1,0,0,4
1365284,1377987220,0.788,0,0,0,4
1365385,1377987220,0,1,0,0,5
1365386,1377987220,3.216,0,0,0,5
1365387,1377987220,0,1,1,0,5
1365388,1377987220,2.25,0,1,0,5
1365389,1377987220,0,1,2,0,5
1365390,1377987220,2.25,0,2,0,5
1365421,1377987220,0,1,1,0,7
1365422,1377987220,2.25,0,1,0,7
1365423,1377987220,0,1,2,0,7
1365424,1377987220,3.216,0,2,0,7
1365511,1377987220,0,1,1,0,9
1365512,1377987220,3.216,0,1,0,9
1398135,1377987240,0,1,0,0,3
1398136,1377987240,0.355,0,0,0,3
1398137,1377987240,0,1,1,0,3
1398138,1377987240,3.216,0,1,0,3
1398659,1377987240,0,1,1,0,4
1398660,1377987240,0.355,0,1,0,4
1398749,1377987240,0,1,0,0,5
1398750,1377987240,3.216,0,0,0,5
1398751,1377987240,0,1,1,0,5
1398752,1377987240,2.25,0,1,0,5
1398753,1377987240,0,1,2,0,5
1398754,1377987240,2.25,0,2,0,5
1398767,1377987240,0,1,0,0,6
1398768,1377987240,0.355,0,0,0,6
1398789,1377987240,0,1,1,0,7
1398790,1377987240,2.25,0,1,0,7
1398791,1377987240,0,1,2,0,7
1398792,1377987240,3.216,0,2,0,7
1398881,1377987240,0,1,1,0,9
1398882,1377987240,3.216,0,1,0,9
1431293,1377987260,0,1,1,0,3
